datetime,cloud_cover_flag,high_temperature_flag,soiling_flag_refined,shading_flag_refined,other_losses_flag,cloud_cover_loss,high_temp_loss,soiling_loss,shading_loss,other_loss
2024-10-01 12:45:00,False,True,False,False,False,0.0,-0.9057142857142859,0.0,0.0,0.0
2024-10-01 13:00:00,False,True,False,False,False,0.0,-0.9786666700575084,0.0,0.0,0.0
2024-10-01 13:15:00,False,True,False,False,False,0.0,-1.0128000183105466,0.0,0.0,0.0
2024-10-01 13:30:00,False,True,False,False,False,0.0,-1.014857134137835,0.0,0.0,0.0
2024-10-01 13:45:00,False,True,False,True,False,0.0,-0.8596363691850141,0.0,-0.8596363691850141,0.0
2024-10-01 14:00:00,False,True,False,False,False,0.0,-0.7629090881347657,0.0,0.0,0.0
2024-10-01 14:15:00,False,True,False,False,False,0.0,-0.8629999923706053,0.0,0.0,0.0
2024-10-01 14:30:00,False,True,False,False,False,0.0,-0.8375,0.0,0.0,0.0
2024-10-01 14:45:00,False,True,False,False,False,0.0,-0.9560000194202768,0.0,0.0,0.0
2024-10-01 15:00:00,False,True,False,False,False,0.0,-0.9845000076293946,0.0,0.0,0.0
2024-10-01 15:15:00,False,True,False,False,False,0.0,-1.0130000305175781,0.0,0.0,0.0
2024-10-01 15:30:00,False,True,False,False,False,0.0,-1.154666697184245,0.0,0.0,0.0
2024-10-01 15:45:00,False,True,False,True,False,0.0,-0.9501538438063399,0.0,-0.9501538438063399,0.0
2024-10-01 16:00:00,False,True,False,False,False,0.0,-0.9384000091552737,0.0,0.0,0.0
2024-10-01 16:15:00,False,True,False,False,False,0.0,-1.1056000061035154,0.0,0.0,0.0
2024-10-01 16:30:00,False,True,False,True,False,0.0,-0.7816666793823241,0.0,-0.7816666793823241,0.0
2024-10-01 16:45:00,False,True,False,False,False,0.0,-0.8739872457678755,0.0,0.0,0.0
2024-10-01 17:00:00,False,True,False,True,False,0.0,-0.18960147268105765,0.0,-0.18960147268105765,0.0
2024-10-01 17:15:00,False,True,False,True,False,0.0,-0.0578624876667993,0.0,-0.0578624876667993,0.0
2024-10-01 17:30:00,False,True,False,False,False,0.0,-0.01799056544810662,0.0,0.0,0.0
2024-10-01 17:45:00,False,True,False,False,False,0.0,-0.04202842848214189,0.0,0.0,0.0
2024-10-01 18:00:00,False,True,False,False,False,0.0,-0.06035863272152764,0.0,0.0,0.0
2024-10-01 18:15:00,False,True,False,False,False,0.0,0.033597426477612546,0.0,0.0,0.0
2024-10-01 18:30:00,False,True,False,False,False,0.0,-0.009501536783756648,0.0,0.0,0.0
2024-10-01 18:45:00,False,True,False,False,False,0.0,0.04038810941196255,0.0,0.0,0.0
2024-10-01 19:00:00,False,True,False,False,False,0.0,0.0404839671117755,0.0,0.0,0.0
2024-10-01 19:15:00,False,True,False,False,False,0.0,0.05030420743822779,0.0,0.0,0.0
2024-10-01 19:30:00,False,True,False,False,False,0.0,0.02744747239908839,0.0,0.0,0.0
2024-10-01 19:45:00,False,True,False,False,False,0.0,0.010678949808931762,0.0,0.0,0.0
2024-10-01 20:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 20:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 20:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 20:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 21:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 21:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 21:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 21:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 22:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 22:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 22:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 22:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 23:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 23:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 23:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-01 23:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 00:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 00:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 00:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 00:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 01:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 01:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 01:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 01:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 02:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 02:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 02:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 02:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 03:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 03:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 03:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 03:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 04:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 04:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 04:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 04:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 05:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 05:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 05:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 05:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 06:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 06:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 06:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 06:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 07:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 07:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 07:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 07:45:00,False,True,False,False,False,0.0,0.005603895805660962,0.0,0.0,0.0
2024-10-02 08:00:00,False,True,False,False,False,0.0,0.025972841943014566,0.0,0.0,0.0
2024-10-02 08:15:00,False,True,False,False,False,0.0,0.055074226425341676,0.0,0.0,0.0
2024-10-02 08:30:00,False,True,False,False,False,0.0,0.08102647514867012,0.0,0.0,0.0
2024-10-02 08:45:00,False,True,False,False,False,0.0,0.062450690944684584,0.0,0.0,0.0
2024-10-02 09:00:00,False,True,False,False,False,0.0,-0.0009668288893162069,0.0,0.0,0.0
2024-10-02 09:15:00,False,True,False,False,False,0.0,-0.18362574526833364,0.0,0.0,0.0
2024-10-02 09:30:00,False,True,False,False,False,0.0,-0.5001678903565674,0.0,0.0,0.0
2024-10-02 09:45:00,False,True,False,True,False,0.0,-0.14462066520998929,0.0,-0.14462066520998929,0.0
2024-10-02 10:00:00,False,True,False,False,False,0.0,-0.27969071586516936,0.0,0.0,0.0
2024-10-02 10:15:00,False,True,False,False,False,0.0,-0.6503468710193137,0.0,0.0,0.0
2024-10-02 10:30:00,False,True,False,False,False,0.0,-0.8463429693064399,0.0,0.0,0.0
2024-10-02 10:45:00,False,True,False,True,False,0.0,-0.585782139679264,0.0,-0.585782139679264,0.0
2024-10-02 11:00:00,False,True,False,False,False,0.0,-0.8806666564941408,0.0,0.0,0.0
2024-10-02 11:15:00,False,True,False,False,False,0.0,-1.073454562100497,0.0,0.0,0.0
2024-10-02 11:30:00,False,True,False,True,False,0.0,-0.6349749630716759,0.0,-0.6349749630716759,0.0
2024-10-02 11:45:00,False,True,False,False,False,0.0,-1.0293333053588867,0.0,0.0,0.0
2024-10-02 12:00:00,False,True,False,False,False,0.0,-1.184363625266335,0.0,0.0,0.0
2024-10-02 12:15:00,False,True,False,False,False,0.0,-1.0955000305175782,0.0,0.0,0.0
2024-10-02 12:30:00,False,True,False,False,False,0.0,-1.0970000076293946,0.0,0.0,0.0
2024-10-02 12:45:00,False,True,False,False,False,0.0,-1.1045000076293943,0.0,0.0,0.0
2024-10-02 13:00:00,False,True,False,False,False,0.0,-1.065333366394043,0.0,0.0,0.0
2024-10-02 13:15:00,False,True,False,True,False,0.0,-0.9436000061035156,0.0,-0.9436000061035156,0.0
2024-10-02 13:30:00,False,True,False,False,False,0.0,-0.9247272699529475,0.0,0.0,0.0
2024-10-02 13:45:00,False,True,False,False,False,0.0,-0.9773333485921225,0.0,0.0,0.0
2024-10-02 14:00:00,False,True,False,False,False,0.0,-0.8782857404436385,0.0,0.0,0.0
2024-10-02 14:15:00,False,True,False,False,False,0.0,-0.8711111111111112,0.0,0.0,0.0
2024-10-02 14:30:00,False,True,False,False,False,0.0,-1.0447272699529473,0.0,0.0,0.0
2024-10-02 14:45:00,False,True,False,False,False,0.0,-1.1325000381469725,0.0,0.0,0.0
2024-10-02 15:00:00,False,True,False,False,False,0.0,-1.1542222425672741,0.0,0.0,0.0
2024-10-02 15:15:00,False,True,False,False,False,0.0,-1.1804444715711804,0.0,0.0,0.0
2024-10-02 15:30:00,False,True,False,False,False,0.0,-1.2484000244140623,0.0,0.0,0.0
2024-10-02 15:45:00,False,True,False,True,False,0.0,-1.1301818292791195,0.0,-1.1301818292791195,0.0
2024-10-02 16:00:00,False,True,False,True,False,0.0,-0.38651259923212977,0.0,-0.38651259923212977,0.0
2024-10-02 16:15:00,False,True,False,True,False,0.0,-0.11376210635707229,0.0,-0.11376210635707229,0.0
2024-10-02 16:30:00,False,True,False,False,False,0.0,-0.4416666666666663,0.0,0.0,0.0
2024-10-02 16:45:00,False,True,False,False,False,0.0,-0.5127257382911432,0.0,0.0,0.0
2024-10-02 17:00:00,False,True,False,True,False,0.0,-0.4035384227755102,0.0,-0.4035384227755102,0.0
2024-10-02 17:15:00,False,True,False,True,False,0.0,-0.09752561654957431,0.0,-0.09752561654957431,0.0
2024-10-02 17:30:00,False,True,False,False,False,0.0,-0.03686307873070627,0.0,0.0,0.0
2024-10-02 17:45:00,False,True,False,False,False,0.0,-0.11863014125338567,0.0,0.0,0.0
2024-10-02 18:00:00,False,True,False,False,False,0.0,-0.07502184266069528,0.0,0.0,0.0
2024-10-02 18:15:00,False,True,False,False,False,0.0,-0.07998728055585197,0.0,0.0,0.0
2024-10-02 18:30:00,False,True,False,False,False,0.0,0.004623031468209804,0.0,0.0,0.0
2024-10-02 18:45:00,False,True,False,False,False,0.0,0.016817222818137578,0.0,0.0,0.0
2024-10-02 19:00:00,False,True,False,False,False,0.0,0.019458202215310624,0.0,0.0,0.0
2024-10-02 19:15:00,False,True,False,False,False,0.0,0.010669831833215036,0.0,0.0,0.0
2024-10-02 19:30:00,False,True,False,False,False,0.0,0.010008643211294828,0.0,0.0,0.0
2024-10-02 19:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 20:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 20:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 20:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 20:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 21:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 21:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 21:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 21:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 22:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 22:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 22:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 22:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 23:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 23:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 23:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-02 23:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 00:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 00:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 00:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 00:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 01:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 01:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 01:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 01:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 02:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 02:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 02:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 02:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 03:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 03:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 03:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 03:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 04:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 04:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 04:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 04:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 05:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 05:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 05:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 05:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 06:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 06:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 06:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 06:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 07:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 07:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 07:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 07:45:00,False,True,False,False,False,0.0,0.007992208357662966,0.0,0.0,0.0
2024-10-03 08:00:00,False,True,False,False,False,0.0,0.022476455889228614,0.0,0.0,0.0
2024-10-03 08:15:00,False,True,False,False,False,0.0,0.037901586677348977,0.0,0.0,0.0
2024-10-03 08:30:00,False,True,False,False,False,0.0,0.060474095656049054,0.0,0.0,0.0
2024-10-03 08:45:00,False,True,False,False,False,0.0,0.032338158179310406,0.0,0.0,0.0
2024-10-03 09:00:00,False,True,False,False,False,0.0,0.03468827912270567,0.0,0.0,0.0
2024-10-03 09:15:00,False,True,False,False,False,0.0,0.04637583082113589,0.0,0.0,0.0
2024-10-03 09:30:00,False,True,False,False,False,0.0,-0.1091997572068959,0.0,0.0,0.0
2024-10-03 09:45:00,False,True,False,False,False,0.0,-0.20133059183450364,0.0,0.0,0.0
2024-10-03 10:00:00,False,True,False,False,False,0.0,-0.2248685798965282,0.0,0.0,0.0
2024-10-03 10:15:00,False,True,False,False,False,0.0,-0.35421977195737386,0.0,0.0,0.0
2024-10-03 10:30:00,False,True,False,False,False,0.0,-0.4337868834837092,0.0,0.0,0.0
2024-10-03 10:45:00,False,True,False,False,False,0.0,-0.4504000091552737,0.0,0.0,0.0
2024-10-03 11:00:00,False,True,False,False,False,0.0,-0.5061818209561437,0.0,0.0,0.0
2024-10-03 11:15:00,False,True,False,False,False,0.0,-0.4431999969482422,0.0,0.0,0.0
2024-10-03 11:30:00,False,True,False,False,False,0.0,-0.36194957684900886,0.0,0.0,0.0
2024-10-03 11:45:00,False,True,False,False,False,0.0,-0.3355000114440917,0.0,0.0,0.0
2024-10-03 12:00:00,False,True,False,False,False,0.0,-0.44680001831054683,0.0,0.0,0.0
2024-10-03 12:15:00,False,True,False,False,False,0.0,-0.4664999961853026,0.0,0.0,0.0
2024-10-03 12:30:00,False,True,False,False,False,0.0,-0.4285714285714288,0.0,0.0,0.0
2024-10-03 12:45:00,False,True,False,False,False,0.0,-0.4356363747336647,0.0,0.0,0.0
2024-10-03 13:00:00,False,True,False,True,False,0.0,-0.32799997329711905,0.0,-0.32799997329711905,0.0
2024-10-03 13:15:00,False,True,False,False,False,0.0,-0.25018181540749274,0.0,0.0,0.0
2024-10-03 13:30:00,False,True,False,False,False,0.0,-0.3170909118652343,0.0,0.0,0.0
2024-10-03 13:45:00,False,True,False,False,False,0.0,-0.3953333028157553,0.0,0.0,0.0
2024-10-03 14:00:00,False,True,False,False,False,0.0,-0.42800003051757807,0.0,0.0,0.0
2024-10-03 14:15:00,False,True,False,False,False,0.0,-0.4404444376627603,0.0,0.0,0.0
2024-10-03 14:30:00,False,True,False,False,False,0.0,-0.43111112806532137,0.0,0.0,0.0
2024-10-03 14:45:00,False,True,False,False,False,0.0,-0.4585000228881836,0.0,0.0,0.0
2024-10-03 15:00:00,False,True,False,False,False,0.0,-0.5617142595563615,0.0,0.0,0.0
2024-10-03 15:15:00,False,True,False,False,False,0.0,-0.5596363830566405,0.0,0.0,0.0
2024-10-03 15:30:00,False,True,False,False,False,0.0,-0.5895000076293945,0.0,0.0,0.0
2024-10-03 15:45:00,False,True,False,False,False,0.0,-0.6008888922797307,0.0,0.0,0.0
2024-10-03 16:00:00,False,True,False,False,False,0.0,-0.6320000076293946,0.0,0.0,0.0
2024-10-03 16:15:00,False,True,False,False,False,0.0,-0.6622222222222223,0.0,0.0,0.0
2024-10-03 16:30:00,False,True,False,False,False,0.0,-0.6497777811686196,0.0,0.0,0.0
2024-10-03 16:45:00,False,True,False,False,False,0.0,-0.6008445936738214,0.0,0.0,0.0
2024-10-03 17:00:00,False,True,False,False,False,0.0,-0.6229108126339762,0.0,0.0,0.0
2024-10-03 17:15:00,False,True,False,False,False,0.0,-0.6020132837185965,0.0,0.0,0.0
2024-10-03 17:30:00,False,True,False,True,False,0.0,-0.303052571485202,0.0,-0.303052571485202,0.0
2024-10-03 17:45:00,False,True,False,True,False,0.0,-0.1378940928672453,0.0,-0.1378940928672453,0.0
2024-10-03 18:00:00,False,True,False,True,False,0.0,-0.02800684750993021,0.0,-0.02800684750993021,0.0
2024-10-03 18:15:00,False,True,False,False,False,0.0,-0.020446134433071306,0.0,0.0,0.0
2024-10-03 18:30:00,False,True,False,False,False,0.0,0.03146099159062221,0.0,0.0,0.0
2024-10-03 18:45:00,False,True,False,False,False,0.0,0.02592953750035129,0.0,0.0,0.0
2024-10-03 19:00:00,False,True,False,False,False,0.0,0.03674366597202909,0.0,0.0,0.0
2024-10-03 19:15:00,False,True,False,False,False,0.0,0.024249343574277105,0.0,0.0,0.0
2024-10-03 19:30:00,False,True,False,False,False,0.0,0.013648707341563548,0.0,0.0,0.0
2024-10-03 19:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 20:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 20:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 20:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 20:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 21:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 21:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 21:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 21:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 22:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 22:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 22:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 22:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 23:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 23:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 23:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-03 23:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 00:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 00:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 00:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 00:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 01:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 01:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 01:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 01:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 02:00:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 02:15:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 02:30:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
2024-10-04 02:45:00,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0
